UID,State,Title,Subtitle,Brief,Text,Response 1,Response 1 Blurb,Response 2,Response 2 Blurb,
BI00112,OK,State Question No. 758,"Ad Valorem Taxation Limitation on Valuation Increases, changing the limits on increases in fair cash value.","This measure amends the State Constitution. It amends Section 8B of Article 10.  The measure deals with real property taxes also called ad valorem taxes. These taxes are based on several factors. One factor is the fair cash value of the property.   The measure changes the limits on increases in fair cash value. Now, increases are limited to 5% of fair cash value in any taxable year.  The measure changes the cap on increases to 3% for some property. The 3% cap would apply to homestead exempted property. The cap would also apply to agricultural land.  The measure also removes obsolete language.  SHALL THE PROPOSAL BE APPROVED?",https://www.sos.ok.gov/documents/questions/758.pdf,Yes,Limits increases in property taxes to 3% and also apply to agricultural land.  The measure also removes obsolete language.,No,Maintains current property tax increase limit of 5%.,""
BI00113,OK,State Question No. 759,"Prohibits certain preferential treatment or discrimination in the areas of employment, education and contracting. In these areas, the measure does not allow affirmative action programs.","This measure adds a new section to the State Constitution. It adds Section 36 to Article II.  The measure deals with three areas of government action. These areas are employment, education and contracting.   In these areas, the measure does not allow affirmative action programs. Affirmative action programs give preferred treatment based on race, color or gender. They also give preferred treatment based on ethnicity or national origin. Discrimination on these bases is also not permitted.   The measure permits affirmative action in three instances. 1. When gender is a bonafide qualification, it is allowed. 2. Existing court orders and consent decrees that require preferred treatment will continue and can be followed. 3. Affirmative action is allowed when needed to keep or obtain federal funds.  The measure applies to the State and its agencies. It applies to counties, cities and towns. It applies to school districts. It applies to other State subdivisions.  The measure applies only to actions taken after its approval by the people.  SHALL THE PROPOSAL BE APPROVED?",https://www.sos.ok.gov/documents/questions/759.pdf,Yes,"Prohibits affirmative action by government in most instances.  The measure permits affirmative action in three instances. 1. When gender is a bonafide qualification, it is allowed. 2. Existing court orders and consent decrees that require preferred treatment will continue and can be followed. 3. Affirmative action is allowed when needed to keep or obtain federal funds.  The measure applies to the State and its agencies. It applies to counties, cities and towns. It applies to school districts. It applies to other State subdivisions.",No,Maintains current constitutional language,""
BI00114,OK,State Question No. 762,Modifies the power and authority of the Governor and Pardon and Parole Board in the parole process for nonviolent offenders,"This measure amends Section 10 of Article 6 of the Oklahoma Constitution. It changes current law, decreasing the power and authority of the Governor by removing the Governor from the parole process for persons convicted of certain offenses defined as nonviolent offenses. It enlarges the power and authority of the Pardon and Parole Board by authorizing that Board, in place of the Governor, to grant parole to persons convicted of certain offenses defined as nonviolent offenses.  The Legislature defines what offenses are nonviolent offenses and the Legislature may change that definition.  The measure authorizes the Pardon and Parole Board to recommend to the Governor, but not to itself grant, parole for persons convicted of certain offenses, specifically those offenses identified by law as crimes for which persons are required to serve not less than eighty-five percent of their sentence prior to being considered for parole and those designated by the Legislature as exceptions to nonviolent offenses. For those offenses for which persons are required to serve a minimum mandatory period of confinement prior to being eligible to be considered for parole, the Pardon and Parole Board may not recommend parole until that period of confinement has been served.  SHALL THE PROPOSAL BE APPROVED?",https://www.sos.ok.gov/documents/questions/762.pdf,Yes,Removes the Governor from the parole process for nonviolent offenses.,No,Maintains current constitutional language,""
BI00115,OK,State Question No. 764,Creates the Water Infrastructure Credit Enhancement Reserve Fund and allows the Oklahoma Water Resources Board to issue bonds ,This measure amends the Oklahoma Constitution. It adds a new Section 39A to Article 10. It would allow the Oklahoma Water Resources Board to issue bonds. Any bonds issued would be used to provide a reserve fund for the Board. The fund would be a reserve fund for certain water resource and sewage treatment funding programs. The fund could only be used to pay other bonds and obligations for the funding programs. The bonds could only be issued after other monies and sources are used for repayment. The bonds would be general obligation bonds. Not more than Three Hundred Million Dollars worth of bonds could be issued. The Legislature would provide the monies to pay for the bonds. The Legislature would provide for methods for issuing the bonds. The Legislature would provide for how the fund is administered.   SHALL THE PROPOSAL BE APPROVED?,https://www.sos.ok.gov/documents/questions/764.pdf,Yes,Allows the Oklahoma Water Resources board to issue up to $300 million in bonds.,No,Maintains current constitutional language,""
BI00116,OK,State Question No. 765,"Repeals sections of the Constitution relating to the Department of Public Welfare, its commission and director; grants the Legislature the authority to create and direct the administration of a department to provide for public welfare","The measure amends the Oklahoma Constitution. It abolishes the Oklahoma Department of Human Services, the Oklahoma Commission of Human Services and the position of Director of the Oklahoma Department of Human Services. These entities were created under different names by Sections 2, 3 and 4 of Article 25 of the Oklahoma Constitution and given duties and responsibilities related to the care of the aged and needy. The measure repeals these sections of the Constitution and consequently, removes the power of the Commission of Human Services to establish policy and adopt rules and regulations. Under the measure, the Legislature and the people by initiative petition retain the power to adopt legislation for these purposes.   The measure adds a provision to the Constitution authorizing the Legislature to create a department or departments to administer and carry out laws to provide for the care of the aged and the needy. The measure also authorizes the Legislature to enact laws requiring the newly-created department or departments to perform other duties.   SHALL THE PROPOSAL BE APPROVED?",https://www.sos.ok.gov/documents/questions/765.pdf,Yes,Abolishes the Oklahoma Department of Human Services and authorizes the legislature to create a department or departments to provide for the care of the aged and the needy.,No,Maintains current constitutional language,""
BI00117,OK,State Question No. 766,"Exempts all intangible personal property from ad valorem taxation. If adopted, the measure would apply to property taxation starting with the tax year that begins on January 1, 2013","This measure amends Section 6A of Article 10 of the Oklahoma Constitution. At present that section exempts some intangible personal property from ad valorem property taxation. This measure would exempt all intangible personal property from ad valorem property taxation.   An ad valorem property tax is a tax imposed upon the value of property.   Intangible Personal Property is property whose value is not derived from its physical attributes, but rather from what it represents or evidences.   Intangible Personal Property which is still currently taxed but would not be taxed if the measure is adopted, includes items such as:   -patents, inventions, formulas, designs, and trade secrets;  -licenses, franchise, and contracts;  -land leases, mineral interests, and insurance policies;  -custom computer software; and  -trademarks, trade names and brand names.   If adopted, the measure would apply to property taxation starting with the tax year that begins on January 1, 2013:   SHALL THE PROPOSAL BE APPROVED?",https://www.sos.ok.gov/documents/questions/766.pdf,Yes,"Exempts intangible property, such as intellectual property, leases, mining interests, and contracts from property taxes.",No,Maintains current constitutional language,""
BI00118,RI,Question 1,Approval of an Act Authorizing State-Operated Casino Gaming at Twin River in the Town of Lincoln,"Shall an act be approved which would authorize the facility known as ?Twin River? in the town of Lincoln to add state-operated casino gaming, such as table games, to the types of gambling it offers?",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,A vote to Approve this question means you wish to approve the act authorizing Twin River to engage in state-operated casino gaming at its facility in the Town of Lincoln in accordance with the provisions of such act.,Reject,A vote to Reject this question means you do not approve the act authorizing Twin River to engage in stateoperated casino gaming at its facility in the Town of Lincoln in accordance with the provisions of such act.,""
BI00119,RI,Question 2,Approval of an Act authorizing State-Operated Casino Gaming at Newport Grand in the City of Newport,"Shall an act be approved which would authorize the facility known as ?Newport Grand? in the city of Newport to add state-operated casino gaming, such as table games, to the types of gambling it offers?",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,A vote to Approve this question means you wish to approve the act authorizing Newport Grand to engage in state-operated casino gaming at its facility in the City of Newport in accordance with the provisions of such act.,Reject,A vote to Reject this question means you do not approve the act authorizing Newport Grand to engage in stateoperated casino gaming at its facility in the City of Newport in accordance with the provisions of such act.,""
BI00120,RI,Question 3,"State of Rhode Island to issue general obligation bonds, refunding bonds, and temporary notes in an amount not to exceed fifty million dollars ($50,000,000) for renovations and modernization of academic buildings at Rhode Island College including renovation, upgrade and expansion of health and nursing facilities on the campus of Rhode Island College.","Approval of this question will allow the State of Rhode Island to issue general obligation bonds, refunding bonds, and temporary notes in an amount not to exceed fifty million dollars ($50,000,000) for renovations and modernization of academic buildings at Rhode Island College including renovation, upgrade and expansion of health and nursing facilities on the campus of Rhode Island College.",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,Approves issuing of said bonds.,Reject,Does not allow for issuing of said bonds.,""
BI00121,RI,Question 4,"State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes in an amount not to exceed ninety-four million dollars ($94,000,000) for the  construction of a new Veteranse Home and renovations to existing facilities.","Approval of this question will allow the State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes in an amount not to exceed ninety-four million dollars ($94,000,000) for the  construction of a new Veteranse Home and renovations to existing facilities.  Any funding amount from federal  sources received for these purposes will be used to reduce the amount of borrowed funds.",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,Approves issuing of said bonds.,Reject,Does not allow for issuing of said bonds.,""
BI00122,RI,Question 5,"State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes in an amount not to exceed twelve million dollars ($12,000,000) to be leveraged with  federal and state capitalization grants to finance wastewater infrastructure projects and eight million dollars ($8,000,000)  to be leveraged with federal and state capitalization grants to finance drinking water infrastructure project","Approval of this question will authorize the State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes in an amount not to exceed twelve million dollars ($12,000,000) to be leveraged with  federal and state capitalization grants to finance wastewater infrastructure projects and eight million dollars ($8,000,000)  to be leveraged with federal and state capitalization grants to finance drinking water infrastructure projects.",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,Approves issuing of said bonds.,Reject,Does not allow for issuing of said bonds.,""
BI00123,RI,Question 6,"State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes for environmental and recreational purposes to be allotted as follows for a total of $20,000,000; divided between Narragansett Bay and Watershed Restoration ($4,000,000), State Land Acquisition ($2,500,000), Farmland Development Rights ($4,500,000), Local Land Acquisition Grants ($2,500,000), Local Recreation Grants $5,500,000, and Historic/Passive Parks ($1,000,000).","Approval of this question will allow the State of Rhode Island to issue general obligation bonds, refunding  bonds, and temporary notes for environmental and recreational purposes to be allotted as follows:  (a) Narragansett Bay and Watershed Restoration AAAAAA.............................$4,000,000 Provides funds for activities to restore and protect the water quality and enhance the economic viability and  environmental sustainability of  Narragansett Bay and the Statees watersheds. Eligible activities include: nonpoint  source pollution abatement, including stormwater management; nutrient loading abatement; commercial, industrial  and agricultural pollution abatement; and riparian buffer and watershed ecosystem restoration.  (b) State Land Acquisition - Open Space AAAAAA............................................$2,500,000  Provides funds for the purchase of land, development rights and conservation easements in Rhode Island. This  program acquires recreational and open space lands for the State of Rhode Island in accordance with the Rhode  Island Comprehensive Outdoor Recreation Plan, Land Protection Plan, and the Rhode Island Greenspace 2000 plan.  (c) Farmland Development Rights AAAAAAAAA.............................AAA..$4,500,000  Provides funds for the purchase of agricultural development rights to active farms in Rhode Island. The State  purchases the development rights to farms to eliminate the economic pressure on farmers to sell properties for  residential and commercial development. The Agricultural Land Preservation Commission accepts and evaluates  farmland applications for these funds.  (d) Local Land Acquisition Grants AAAAAAAAA.............................AAA.$2,500,000  Provides funds for grants to municipalities, local land trusts and non-profit organizations to acquire fee-simple  title, development rights, or conservation easements to open space in Rhode Island. The grants provide funding up  to fifty percent (50%) of the purchase price for land, surveys, appraisals and title costs. The grant applications are  reviewed and evaluated by the Governores Natural Heritage Preservation Commission according to the program  guidelines. (e) Local Recreation Grants AAAAAAAAA.............................AAA............$5,500,000  Provides grants to municipalities for acquisition, development, or rehabilitation of local recreational facilities.  These grants provide funding assistance up to fifty percent (50%) of the project costs. All grant applications are  evaluated and ranked by the State Recreation Resources Review Committee.   (f) Historic/Passive Parks AAAAAAAAAAAAAAAA.............................$1,000,000   Provides grants to municipalities for the renovation and development of historic and passive recreation areas.  The grants provide funding assistance up to ninety percent (90%) of the project costs. All grant applications are  evaluated and ranked by the State Recreation Resources Review Committee.",http://sos.ri.gov/documents/elections/VoterHandbook_2012.pdf,Approve,Approves issuing of said bonds.,Reject,Does not allow for issuing of said bonds.,""
BI00124,RI,Question 7,"State of Rhode Island to issue general obligation bonds, refunding bonds, and temporary notes in an amount not to exceed twenty-five million dollars ($25,000,000) for affordable housin","Approval of this question will allow the State of Rhode Island to issue general obligation bonds, refunding bonds, and temporary notes in an amount not to exceed twenty-five million dollars ($25,000,000) for affordable housing.",http://www.scvotes.org/2012/08/14/2012_constitutional_amendment_question,Approve,Approves issuing of said bonds.,Reject,Does not allow for issuing of said bonds.,""
BI00125,SC,Amendment 1,Ammendment to provide that the Lieutenant Governor must be elected jointly with the Governor in a manner prescribed by law; and upon the joint election to add Section 37 to Article III of the Constitution of this State to provide that the Senate shall elect from among the members thereof a President to preside over the Senate and to perform other duties as provided by law.,"A 'Yes' vote will require, from 2018 onward, the Governor and Lieutenant Governor to run on the same ticket and be elected to office jointly. As a result, the Lieutenant Governor will no longer preside over the Senate and the Senate will elect their presiding officer from within the Senate body. A iNo' vote maintains the current method of electing the Governor and Lieutenant Governor separately. The Lieutenant Governor shall continue to serve as President of the Senate.",http://www.scvotes.org/2012/08/14/2012_constitutional_amendment_question,Yes,"A Yes vote will require, from 2018 onward, the Governor and Lieutenant Governor to run on the same ticket and be elected to office jointly. As a result, the Lieutenant Governor will no longer preside over the Senate and the Senate will elect their presiding officer from within the Senate body. ",No,A No vote maintains the current method of electing the Governor and Lieutenant Governor separately. The Lieutenant Governor shall continue to serve as President of the Senate.,""
BI00126,SD,Referred Law 14,An Act to establish the Large Project Development Fund.,"The referred law establishes the 'Large Project Development Fund.'   Beginning January 1, 2013, 22% of contractors' excise tax revenues would be  transferred from the state general fund to the Large Project Development Fund.  The South Dakota Board of Economic Development would use Large  Project Development Fund monies to provide grants for the construction of  large economic development projects within the state. To be eligible, a project  must have a cost exceeding $5 million.  Examples of eligible projects include  laboratories and facilities for testing, manufacturing, power generation, power  transmission, agricultural processing, and wind energy.  Examples of ineligible  projects include retail establishments; residential housing; and facilities for  lodging, health care services and the raising or feeding of livestock.   A vote 'Yes' is for the establishment of the Large Project Development  Fund. A vote 'No' is against the referred law.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,"Approves the referred law establishing the 'Large Project Development Fund.' Beginning January 1, 2013, 22% of contractors' excise tax revenues would be  transferred from the state general fund to the Large Project Development Fund.  The South Dakota Board of Economic Development would use Large  Project Development Fund monies to provide grants for the construction of  large economic development projects within the state.",No,Rejects the referred law establishing the 'Large Project Development Fund.',""
BI00127,SD,Referred Law 16,An education reform act to establish a teacher scholarship program; create a program for math and science teacher bonuses; create a program for  teacher merit bonuses; mandate a uniform teacher and principal evaluation  system; and eliminate state requirements for teacher tenure.,"Referred Law 16 is an education reform act with five key components.   First, it establishes a scholarship program for eligible college students who  commit to teach in South Dakota in critical need subject areas.    Second, the referred law creates a program to provide state-funded  annual bonuses for eligible math and science teachers.  Third, the referred law develops a separate 'Top Teachers' bonus  program.  This program provides annual state-funded merit bonuses for up to 20% of each school district's full-time certified teachers, as awarded by the  local school boards.  Alternatively, a school board may enact its own program for teacher bonuses, using these state-provided funds.  A school board may opt  out of these merit bonus programs altogether, resulting in re-allocation of its  merit bonus funds to other participating school districts.   Fourth, the referred law mandates a uniform statewide system for  evaluating teachers and principals, including a rating system. Fifth, the referred law eliminates state requirements for continuing  contracts ('tenure') for teachers who do not achieve tenure by July 1, 2016.   School boards may, in their discretion, choose to offer continuing contracts to  non-tenured teachers.   A vote 'Yes' is to enact the education reform act. A vote 'No' is against the referred law.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,"Approves Referred Law 16, an education reform act with five key components. First, it establishes a scholarship program for eligible college students who  commit to teach in South Dakota in critical need subject areas. Second, the referred law creates a program to provide state-funded  annual bonuses for eligible math and science teachers.  Third, the referred law develops a separate 'Top Teachers' bonus  program.  This program provides annual state-funded merit bonuses for up to 20% of each school district's full-time certified teachers, as awarded by the  local school boards. Alternatively, a school board may enact its own program for teacher bonuses, using these state-provided funds.  A school board may opt  out of these merit bonus programs altogether, resulting in re-allocation of its  merit bonus funds to other participating school districts. Fourth, the referred law mandates a uniform statewide system for  evaluating teachers and principals, including a rating system. Fifth, the referred law eliminates state requirements for continuing  contracts ('tenure') for teachers who do not achieve tenure by July 1, 2016. School boards may, in their discretion, choose to offer continuing contracts to non-tenured teachers.",No,Rejects Referred Law 16.,""
BI00128,SD,Initiated Measure 15,An initiated measure to increase state general sales and use taxes for additional K-12 public education and Medicaid funding.,"The initiated measure increases the state general sales and use tax rate  from 4% to 5%. The additional tax revenue will be split evenly between K-12  public education and Medicaid. The education funds will be provided to school  districts based on enrollment, to be spent on improving education as school  boards determine.  The Medicaid funds will be spent only on payments to  Medicaid providers and related state expenses. The additional funds cannot replace or reduce state funding levels set for  fiscal year 2012 relating to existing Medicaid and K-12 public education  programs, including state aid to education.  Currently, state aid is to be  adjusted annually by 3% or the rate of inflation, whichever is less.  Under the  measure, this annual adjustment cannot exceed the growth rate in state  general fund revenues.  Any resulting shortfall in state aid will be made up in  subsequent years.    A vote 'Yes' is for the proposed law. A vote 'No' is against the proposed law.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,"Approves a measure increases the state general sales and use tax rate  from 4% to 5%. The additional tax revenue will be split evenly between K-12  public education and Medicaid. The education funds will be provided to school  districts based on enrollment, to be spent on improving education as school  boards determine.  The Medicaid funds will be spent only on payments to  Medicaid providers and related state expenses. The additional funds cannot replace or reduce state funding levels set for  fiscal year 2012 relating to existing Medicaid and K-12 public education  programs, including state aid to education.  Currently, state aid is to be  adjusted annually by 3% or the rate of inflation, whichever is less.  Under the  measure, this annual adjustment cannot exceed the growth rate in state  general fund revenues.  Any resulting shortfall in state aid will be made up in  subsequent years",No,A vote No is against the proposed law.,""
BI00129,SD,Constitutional Amendment M,An Amendment to the South Dakota Constitution regarding certain  provisions relating to corporations.,"The Constitution currently contains certain restrictions on the Legislature's authority to enact laws regarding corporations. For example,  corporate directors must be elected by cumulative voting, in which a  shareholder may choose to cast all votes for a single candidate or spread the  votes among two or more candidates.  Corporate stock or bonds may only be  issued for money, labor or property received by the corporation.  Corporate  stock or debt may not be increased without prior notice to and consent of  current stockholders.  Constitutional Amendment M removes these restrictions, and allows the  Legislature to:  (1) authorize alternative methods of voting in elections for  corporate directors; (2) expand the types of contributions a corporation may  receive for the issuance of stock or bonds; and (3) establish procedures  governing the increase of corporate stock or debt.  A vote 'Yes' will remove the constitutional restrictions. A vote 'No' will leave the Constitution as it is.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,"Approves ammendment to remove restrictions on the Legislature's authority to enact laws regarding corporations. For example,  corporate directors must be elected by cumulative voting, in which a  shareholder may choose to cast all votes for a single candidate or spread the  votes among two or more candidates.  Corporate stock or bonds may only be  issued for money, labor or property received by the corporation.  Corporate  stock or debt may not be increased without prior notice to and consent of  current stockholders. Ammendment allows the  Legislature to: authorize alternative methods of voting in elections for  corporate directors, expand the types of contributions a corporation may  receive for the issuance of stock or bonds, and establish procedures  governing the increase of corporate stock or debt. ",No,A vote No will leave the Constitution as it is.,""
BI00130,SD,Constitutional Amendment N,An Amendment to the South Dakota Constitution repealing certain  reimbursement restrictions for travel by legislators to and from a legislative  session. The Constitution fixes the mileage reimbursement rate for legislators at  five cents per mile for their travel to and from a legislative session.,The Constitution fixes the mileage reimbursement rate for legislators at  five cents per mile for their travel to and from a legislative session. Constitutional Amendment N repeals this constitutional limitation and  allows legislator travel reimbursement to be set by the Legislature. A vote 'Yes' will eliminate the fixed travel reimbursement rate. A vote 'No' will leave the Constitution as it is.,http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,A vote Yes will eliminate the fixed travel reimbursement rate.,No,A vote No will leave the Constitution as it is.,""
BI00131,SD,Constitutional Amendment O,"An Amendment to the South Dakota Constitution changing the method for distributions from the cement plant trust fund. In 2001, the $238 million in proceeds from the sale of the state cement  plant were placed in a constitutionally created trust fund.  Currently, the  Constitution requires a yearly transfer of $12 million from the cement plant  trust fund to the state general fund.  In addition, under certain circumstances  the Legislature must authorize distributions of cement plant trust fund  earnings for the support of education.","In 2001, the $238 million in proceeds from the sale of the state cement  plant were placed in a constitutionally created trust fund.  Currently, the  Constitution requires a yearly transfer of $12 million from the cement plant  trust fund to the state general fund.  In addition, under certain circumstances  the Legislature must authorize distributions of cement plant trust fund  earnings for the support of education. Amendment O replaces the existing method for cement trust fund  distributions.  The amendment would require a yearly transfer of 4% of the market value of the cement plant trust fund to the state general fund for the  support of education. A vote 'Yes' is for changing the method for distributions from the cement  plant trust fund. A vote 'No' will leave the constitution as it is.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,An ammendment replacing the existing method for cement trust fund distributions.  The amendment would require a yearly transfer of 4% of the market value of the cement plant trust fund to the state general fund for the  support of education. A vote Yes is for changing the method for distributions from the cement plant trust fund.,No,A vote No will leave the Constitution as it is.,""
BI00132,SD,Constitutional Amendment P,An Amendment to the South Dakota Constitution adding balanced budget  requirements.,"An ammendment requiring the Governor to propose a balanced budget.  In addition, Amendment P  prohibits legislative appropriations from exceeding anticipated revenues and  existing available funds.  The amendment is not intended to affect other  constitutional provisions. A vote 'Yes' will include balanced budget requirements in the  Constitution.",http://sdsos.gov/content/viewcontent.aspx?cat=elections&pg=/elections/upcomingelection_ballotquestionstatus2012.shtm,Yes,"An ammendment requiring the Governor to propose a balanced budget.  In addition, Amendment P  prohibits legislative appropriations from exceeding anticipated revenues and  existing available funds.  The amendment is not intended to affect other  constitutional provisions. A vote Yes will include balanced budget requirements in the  Constitution.",No,A vote No will leave the Constitution as it is.,""
BI00135,VA,Ammendment to Article I. Bill of Rights,"A Constitutional ammendment requiring that eminent domain only be  exercised where the property taken or damaged is for public use, defining what is included in just compensation for such  taking or damaging of property, and prohibiting the taking or damaging of more private property than is necessary for the public use","Shall Section 11 of Article I (Bill of Rights)  of the Constitution of Virginia be amended (i) to require that eminent domain only be  exercised where the property taken or damaged  is for public use and, except for utilities or the  elimination of a public nuisance, not where the  primary use is for private gain, private benefit,  private enterprise, increasing jobs, increasing tax  revenue, or economic development; (ii) to define  what is included in just compensation for such  taking or damaging of property; and (iii) to  prohibit the taking or damaging of more private  property than is necessary for the public use?",http://www.sbe.virginia.gov/cms/election_information/Cidate_Lists_Ballot_Issues/2012Proposed_Amendments.html,Yes,"Approves ammending Section 11 of Article I (Bill of Rights) to require that eminent domain only be  exercised where the property taken or damaged  is for public use and, except for utilities or the  elimination of a public nuisance, not where the  primary use is for private gain, private benefit,  private enterprise, increasing jobs, increasing tax  revenue, or economic development, to define  what is included in just compensation for such  taking or damaging of property, and to  prohibit the taking or damaging of more private  property than is necessary for the public use",No,Rejects proosed ammendment and maintains Section 11 of Article I as written.,""
BI00136,VA,Ammendment to Article IV. Legislature,A Constitutional ammendment to allow the General  Assembly to delay by no more than one week the  fixed starting date for the reconvened or veto session when the General Assembly meets after a  session to consider the bills returned to it by the  Governor with vetoes or amendments,Shall Section 6 of Article IV (Legislature) of the Constitution of Virginia concerning legislative sessions be amended to allow the General  Assembly to delay by no more than one week the  fixed starting date for the reconvened or veto session when the General Assembly meets after a  session to consider the bills returned to it by the  Governor with vetoes or amendments?,http://www.sbe.virginia.gov/cms/election_information/Cidate_Lists_Ballot_Issues/2012Proposed_Amendments.html,Yes,Approves ammendment to Section 6 of Article IV allowing the General  Assembly to delay by no more than one week the  fixed starting date for the reconvened or veto session when the General Assembly meets after a  session to consider the bills returned to it by the  Governor with vetoes or amendments,No,Rejects proposed ammendment and maintains Section 6 of Article IV as written.,""
BI00137,WV,Amendment No. 1,Repeal the Two Consecutive Term Limitation for Sheriffs Amendment,"To repeal section three, article IX of the State Constitution which provides that a person who has been elected or who has served as a sheriff during all or any part of two consecutive terms shall be ineligible for the office of sheriff during any part of the term immediately following the second of the two consecutive terms, and that the person holding the office of sheriff when this section is ratified shall not be prevented from holding the office of sheriff during the term immediately following the term he is serving.",http://www.legis.state.wv.us/Bill_Status/resolution.cfm?billdoc=sjr10%20intr.htm&yr=2011&sesstype=rs&i=10,Yes,"Approves an ammendment to repeal section three, article IX which provides that a person who has been elected or who has served as a sheriff during all or any part of two consecutive terms shall be ineligible for the office of sheriff during any part of the term immediately following the second of the two consecutive terms, and that the person holding the office of sheriff when this section is ratified shall not be prevented from holding the office of sheriff during the term immediately following the term he is serving.",No,"Rejects ammendment to section three, article IX and maintains current law.",""
BI00138,WY,Constitutional Amendment A,An amendment will provide that the right to make health care  decisions is reserved to the citizens of the state of Wyoming.,The adoption of this amendment will provide that the right to make health care  decisions is reserved to the citizens of the state of Wyoming. It permits any person to  pay and any health care provider to receive direct payment for services. The  amendment permits the legislature to place reasonable and necessary restrictions on  health care consistent with the purposes of the Wyoming Constitution and provides that  this state shall act to preserve these rights from undue governmental infringement.,http://soswy.state.wy.us/Elections/Docs/2012/2012BallotIssues.pdf,For,The adoption of this amendment will provide that the right to make health care  decisions is reserved to the citizens of the state of Wyoming. It permits any person to  pay and any health care provider to receive direct payment for services. The  amendment permits the legislature to place reasonable and necessary restrictions on  health care consistent with the purposes of the Wyoming Constitution and provides that  this state shall act to preserve these rights from undue governmental infringement.,Against,Rejects the proposed ammendment and maintains current law.,""
BI00139,WY,Constitutional Amendment B,"An ammendment recognizing and preserving the heritage of Wyoming  citizens' opportunity to fish, hunt and trap wildlife.","The adoption of this amendment will recognize and preserve the heritage of Wyoming  citizens' opportunity to fish, hunt and trap wildlife, subject to regulation as prescribed  by law.",http://soswy.state.wy.us/Elections/Docs/2012/2012BallotIssues.pdf,For,"The adoption of this amendment will recognize and preserve the heritage of Wyoming  citizens' opportunity to fish, hunt and trap wildlife, subject to regulation as prescribed  by law.",Against,Rejects the proposed ammendment and maintains current law.,""
BI00140,WY,Constitutional Amendment C,The adoption of this amendment would expand the authority of district court commissioners.,"The adoption of this amendment would expand the authority of district court  commissioners. If the amendment is adopted, a district court commissioner could  perform additional duties assigned by a district court judge, subject to any restrictions  the legislature may impose by law.",http://soswy.state.wy.us/Elections/Docs/2012/2012BallotIssues.pdf,For,"If the amendment is adopted, a district court commissioner could  perform additional duties assigned by a district court judge, subject to any restrictions  the legislature may impose by law.",Against,Rejects the proposed ammendment and maintains current law.,""
BI00141,AZ,Proposition 114,"Proposed amendment to the Constitution by the Legislature relating to crime victim protection from liability for damages, protecting crime victims from liability for damages suffered by a person who was injured while that person committed or attempted to commit a felony against the victim. ",Protects crime victims from liability for damages suffered by a person who was injured while that person committed or attempted to commit a felony against the victim. A 'yes' vote shall have the effect of protecting crime victims from having to pay damages to a person who was injured while that person committed or attempted to commit a felony against the victim. A 'no' vote shall have the effect of keeping current constitutional law related to liability for damages.,http://www.azsos.gov/election/2012/General/ballotmeasures.htm,Yes,A Yes vote shall have the effect of protecting crime victims from having to pay damages to a person who was injured while that person committed or attempted to commit a felony against the victim.,No,A No vote shall have the effect of keeping current constitutional law related to liability for damages.,""
